Date,KBP1424D,KBP1425D,KBP1437D,KBP1438D,KBP1440D,KBP1456D,KBP1457D,KBP1481D,KBP1482D,KBP1484D
2013-04-11,,,18400,0.0,16221.0,0.0,-2247.0,-595,0,663.0
2013-04-12,,,18400,0.0,14790.0,2089.0,0.0,-3957,0,-1742.0
2013-04-13,,,18400,0.0,14444.0,0.0,0.0,-3956,0,0.0
2013-04-15,,,18400,0.0,15353.0,243.0,0.0,-3786,0,496.0
2013-04-16,,,18400,0.0,13824.0,0.0,-1251.0,-4187,0,862.0
2013-04-17,,,18200,0.0,18777.0,1984.0,0.0,-941,0,-466.0
2013-04-18,,,18200,0.0,18492.0,0.0,-1196.0,-410,0,1898.0
2013-04-19,,,18200,0.0,19403.0,0.0,-935.0,0,1203,935.0
2013-04-20,,,18200,0.0,19399.0,0.0,0.0,0,1199,0.0
2013-04-22,,,18200,0.0,20546.0,2700.0,0.0,-354,0,0.0
2013-04-23,,,18200,0.0,22687.0,2065.0,0.0,-371,0,2793.0
2013-04-24,,,23100,0.0,21344.0,0.0,-5031.0,-1756,0,5031.0
2013-04-25,,,23100,0.0,21956.0,0.0,0.0,-1144,0,0.0
2013-04-26,,,23100,0.0,23773.0,1279.0,0.0,-606,0,0.0
2013-04-27,,,23100,0.0,22494.0,0.0,0.0,-606,0,0.0
2013-04-29,,,23100,0.0,24409.0,25.0,0.0,-162,0,1446.0
2013-04-30,,,23100,0.0,20032.0,0.0,-2340.0,-728,0,0.0
2013-05-01,,,23100,0.0,22372.0,0.0,0.0,0,0,-728.0
2013-05-02,,,23300,0.0,24727.0,4717.0,0.0,-2407,0,-883.0
2013-05-03,,,23300,0.0,20959.0,0.0,-149.0,-2192,0,0.0
2013-05-04,,,23300,0.0,21099.0,0.0,0.0,-2201,0,0.0
2013-05-06,,,23300,0.0,24403.0,0.0,-2753.0,-760,0,4616.0
2013-05-07,,,23300,0.0,22354.0,0.0,-2688.0,-245,0,1987.0
2013-05-08,,,19300,0.0,21156.0,2766.0,0.0,-159,0,-751.0
2013-05-09,,,19300,0.0,20250.0,0.0,-832.0,-388,0,2170.0
2013-05-10,,,19300,0.0,19258.0,0.0,-1058.0,-434,0,1450.0
2013-05-11,,,19300,0.0,18863.0,0.0,-162.0,-275,0,0.0
2013-05-13,,,19300,0.0,18505.0,0.0,-350.0,-770,0,325.0
2013-05-14,,,19300,0.0,16692.0,183.0,0.0,-2763,0,-28.0
2013-05-15,,,17700,0.0,17687.0,217.0,0.0,-408,0,178.0
2013-05-16,,,17700,0.0,16351.0,0.0,-374.0,-1436,0,461.0
2013-05-17,,,17700,0.0,16115.0,0.0,-104.0,-1585,0,104.0
2013-05-18,,,17700,0.0,16116.0,0.0,0.0,-1584,0,0.0
2013-05-20,,,17700,0.0,16087.0,0.0,-69.0,-1544,0,0.0
2013-05-21,,,17700,0.0,15071.0,138.0,0.0,-2629,0,-138.0
2013-05-22,,,20100,0.0,17558.0,0.0,-119.0,-2423,0,0.0
2013-05-23,,,20100,0.0,19552.0,153.0,0.0,-701,0,0.0
2013-05-24,,,20100,0.0,23667.0,4054.0,0.0,-519,0,32.0
2013-05-25,,,20100,0.0,23796.0,0.0,-4223.0,0,3697,4222.0
2013-05-27,,,20100,0.0,24011.0,4446.0,0.0,-534,0,-1.0
2013-05-28,,,20100,0.0,24100.0,176.0,0.0,-786,0,4610.0
2013-05-29,,,23000,0.0,21257.0,0.0,-4970.0,-1743,0,4970.0
2013-05-30,,,23000,0.0,21757.0,0.0,0.0,-1243,0,0.0
2013-05-31,,,23000,0.0,20555.0,0.0,0.0,-2445,0,0.0
2013-06-01,,,23000,0.0,20552.0,0.0,0.0,-2448,0,0.0
2013-06-03,,,23000,0.0,23301.0,2585.0,0.0,-2284,0,0.0
2013-06-04,,,23000,0.0,22818.0,0.0,-1534.0,-1363,0,2715.0
2013-06-05,,,20000,0.0,20069.0,493.0,0.0,-1667,0,1243.0
2013-06-06,,,20000,0.0,19253.0,0.0,-1833.0,-747,0,1833.0
2013-06-07,,,20000,0.0,18835.0,0.0,0.0,-1165,0,0.0
2013-06-08,,,20000,0.0,18832.0,0.0,0.0,-1168,0,0.0
2013-06-10,,,20000,0.0,17389.0,18.0,0.0,-2629,0,0.0
2013-06-11,,,20000,0.0,16806.0,0.0,-373.0,-2840,0,19.0
2013-06-12,,,22000,0.0,18949.0,0.0,-1527.0,-1141,0,-383.0
2013-06-13,,,22000,0.0,18310.0,0.0,-617.0,-989,0,-2084.0
2013-06-14,,,22000,0.0,18720.0,2520.0,0.0,-2829,0,-2971.0
2013-06-15,,,22000,0.0,19169.0,0.0,0.0,-2831,0,0.0
2013-06-17,,,0,0.0,0.0,0.0,0.0,0,0,0.0
2013-06-18,,,22000,0.0,18342.0,0.0,-349.0,-2556,0,-753.0
2013-06-19,,,17400,0.0,14876.0,1323.0,0.0,-2524,0,-1323.0
2013-06-20,,,17400,0.0,14639.0,1876.0,0.0,-4637,0,0.0
2013-06-21,,,17400,0.0,15233.0,0.0,-2539.0,-2167,0,2539.0
2013-06-22,,,17400,0.0,15226.0,0.0,0.0,-2174,0,0.0
2013-06-24,,,17400,0.0,14985.0,0.0,-598.0,-1817,0,0.0
2013-06-25,,,17400,0.0,16211.0,623.0,0.0,-1189,0,-623.0
2013-06-26,,,20000,0.0,16549.0,0.0,-249.0,-3202,0,0.0
2013-06-27,,,20000,0.0,17701.0,0.0,-1602.0,-436,0,-261.0
2013-06-28,,,20000,0.0,21628.0,4421.0,0.0,-842,0,-1951.0
2013-06-29,,,20000,0.0,19156.0,0.0,-1314.0,0,470,0.0
2013-07-01,,,20000,0.0,26388.0,6740.0,0.0,-1774,0,1422.0
2013-07-02,,,20000,0.0,26388.0,0.0,0.0,-1774,0,8162.0
2013-07-03,,,26000,0.0,25655.0,0.0,-8913.0,-1427,0,9995.0
2013-07-04,,,26000,0.0,25456.0,0.0,-778.0,-919,0,1153.0
2013-07-05,,,26000,0.0,24782.0,0.0,-174.0,-1446,0,402.0
2013-07-06,,,26000,0.0,24546.0,0.0,-356.0,-1098,0,0.0
2013-07-08,,,26000,0.0,23438.0,131.0,0.0,-2562,0,-131.0
2013-07-09,,,26000,0.0,19111.0,0.0,-1977.0,-2715,0,-2197.0
2013-07-10,,,19900,0.0,20791.0,3509.0,0.0,-421,0,-2197.0
2013-07-11,,,19900,0.0,22162.0,1165.0,0.0,-379,0,1476.0
2013-07-12,,,19900,0.0,21667.0,0.0,-962.0,-289,0,3018.0
2013-07-13,,,19900,0.0,19603.0,0.0,0.0,-297,0,0.0
2013-07-15,,,19900,0.0,22580.0,0.0,-581.0,-336,0,3597.0
2013-07-16,,,19900,0.0,22242.0,0.0,-3797.0,0,2116,4023.0
2013-07-17,,,21100,0.0,20675.0,0.0,-263.0,-500,0,338.0
2013-07-18,,,21100,0.0,19593.0,0.0,-150.0,-1507,0,150.0
2013-07-19,,,21100,0.0,21994.0,1923.0,0.0,-1029,0,0.0
2013-07-20,,,21100,0.0,22171.0,0.0,-1981.0,0,943,2109.0
2013-07-22,,,21100,0.0,24627.0,4228.0,0.0,-701,0,0.0
2013-07-23,,,21100,0.0,24564.0,0.0,-555.0,-350,0,4369.0
2013-07-24,,,24500,0.0,21264.0,0.0,-5701.0,-1476,0,3941.0
2013-07-25,,,24500,0.0,20903.0,150.0,0.0,-1924,0,-1823.0
2013-07-26,,,24500,0.0,21867.0,770.0,0.0,-1589,0,-1814.0
2013-07-27,,,24500,0.0,22905.0,0.0,0.0,-1595,0,0.0
2013-07-29,,,24500,0.0,22581.0,1175.0,0.0,-1919,0,-1175.0
2013-07-30,,,24500,0.0,23571.0,68.0,0.0,-997,0,0.0
2013-07-31,,,26000,0.0,24408.0,0.0,-211.0,-1457,0,76.0
2013-08-01,,,26000,0.0,27163.0,4034.0,0.0,-2724,0,-147.0
2013-08-02,,,26000,0.0,35785.0,2072.0,0.0,0,3632,4081.0
2013-08-03,,,26000,0.0,28837.0,0.0,-3545.0,-95,0,6477.0
2013-08-05,,,26000,0.0,28621.0,1156.0,0.0,-1812,0,3277.0
2013-08-06,,,26000,0.0,28458.0,0.0,-591.0,-1661,0,4710.0
2013-08-07,,,23200,0.0,23385.0,0.0,-3048.0,-1161,0,4394.0
2013-08-08,,,23200,0.0,20828.0,0.0,-731.0,-1641,0,0.0
2013-08-09,,,0,0.0,0.0,0.0,0.0,0,0,0.0
2013-08-10,,,23200,0.0,21555.0,0.0,0.0,-1645,0,0.0
2013-08-12,,,23200,0.0,20137.0,0.0,-2132.0,-1927,0,996.0
2013-08-13,,,23200,0.0,18549.0,0.0,-2247.0,-1142,0,-1262.0
2013-08-14,,,20400,0.0,22647.0,7362.0,0.0,-1167,0,-3948.0
2013-08-15,,,20400,0.0,22016.0,0.0,-2888.0,0,602,3902.0
2013-08-16,,,20400,0.0,21344.0,0.0,-713.0,0,474,1183.0
2013-08-17,,,20400,0.0,20895.0,0.0,0.0,0,495,0.0
2013-08-19,,,20400,0.0,21021.0,0.0,-940.0,0,621,940.0
2013-08-20,,,20400,0.0,19915.0,0.0,-450.0,-35,0,0.0
2013-08-21,,,19700,0.0,18055.0,0.0,0.0,-1645,0,0.0
2013-08-22,,,19700,0.0,15917.0,25.0,0.0,-3808,0,0.0
2013-08-23,,,19700,0.0,21361.0,2412.0,0.0,-777,0,26.0
2013-08-24,,,19700,0.0,18910.0,0.0,0.0,-790,0,0.0
2013-08-26,,,19700,0.0,23269.0,2269.0,0.0,-1431,0,2731.0
2013-08-27,,,19700,0.0,25677.0,1726.0,0.0,-956,0,5207.0
2013-08-28,,,25000,0.0,22561.0,0.0,-7235.0,-2439,0,7235.0
2013-08-29,,,25000,0.0,23334.0,0.0,-196.0,-1257,0,-213.0
2013-08-30,,,25000,0.0,25773.0,2325.0,0.0,-1552,0,0.0
2013-08-31,,,25000,0.0,23432.0,0.0,0.0,-1568,0,0.0
2013-09-02,,,19700,0.0,22751.0,1813.0,0.0,-4062,0,5300.0
2013-09-03,,,25000,0.0,24803.0,0.0,-528.0,-4197,0,4528.0
2013-09-04,,,23700,0.0,24686.0,0.0,-681.0,-2584,0,4251.0
2013-09-05,,,23700,0.0,23802.0,0.0,-1733.0,-1973,0,3808.0
2013-09-06,,,23700,0.0,23057.0,0.0,-1334.0,-1531,0,2222.0
2013-09-07,,,23700,0.0,23115.0,0.0,-629.0,-913,0,957.0
2013-09-09,,,23700,0.0,24012.0,1051.0,0.0,-1126,0,387.0
2013-09-10,,,23700,0.0,22688.0,323.0,0.0,-2918,0,1583.0
2013-09-11,,,23400,0.0,1323.0,535.0,0.0,-1330,0,-21282.0
2013-09-12,,,23400,0.0,19314.0,0.0,-3009.0,-4061,0,2984.0
2013-09-13,,,23400,0.0,23527.0,1784.0,0.0,-1629,0,-28.0
2013-09-14,,,23400,0.0,23820.0,0.0,-1324.0,-305,0,2049.0
2013-09-16,,,23400,0.0,25235.0,1997.0,0.0,-1251,0,1089.0
2013-09-17,,,23400,0.0,23839.0,0.0,-2083.0,-1592,0,4114.0
2013-09-18,,,25400,0.0,-403.0,0.0,-3145.0,-305,0,-22353.0
2013-09-19,,,25400,0.0,24074.0,0.0,0.0,-1131,0,-195.0
2013-09-20,,,25400,0.0,25400.0,0.0,0.0,0,0,0.0
2013-09-21,,,25400,0.0,25400.0,0.0,0.0,0,0,0.0
2013-09-23,,,25400,0.0,23314.0,4054.0,0.0,-1125,0,-5015.0
2013-09-24,,,25400,0.0,0.0,0.0,0.0,0,0,-25400.0
2013-09-25,,,23600,0.0,28238.0,7103.0,0.0,-1430,0,-1035.0
2013-09-26,,,23600,0.0,29020.0,424.0,0.0,-1315,0,6311.0
2013-09-27,,,23600,0.0,29358.0,0.0,-1564.0,0,306,7016.0
2013-09-28,,,23600,0.0,23895.0,0.0,0.0,0,295,0.0
2013-09-30,,,23600,0.0,27197.0,0.0,-1329.0,-1305,0,6231.0
2013-10-01,,,23600,0.0,26702.0,2328.0,0.0,-4374,0,5148.0
2013-10-02,,,27400,0.0,27028.0,0.0,-4527.0,-3714,0,7869.0
2013-10-03,,,27400,0.0,27759.0,0.0,-972.0,-2196,0,3527.0
2013-10-04,,,27400,0.0,27372.0,0.0,-441.0,-2293,0,2706.0
2013-10-05,,,27400,0.0,25034.0,0.0,0.0,-2366,0,0.0
2013-10-07,,,27400,0.0,26527.0,0.0,-2198.0,-1425,0,2750.0
2013-10-08,,,27400,0.0,24897.0,0.0,-1535.0,-1562,0,594.0
2013-10-09,,,25500,0.0,26810.0,0.0,0.0,0,0,1310.0
2013-10-10,,,25500,0.0,27866.0,611.0,0.0,-1024,0,2779.0
2013-10-11,,,25500,0.0,25638.0,0.0,-2159.0,-1433,0,3730.0
2013-10-12,,,25500,0.0,24072.0,0.0,0.0,-1428,0,0.0
2013-10-14,,,25500,0.0,25573.0,0.0,-386.0,-1785,0,2244.0
2013-10-15,,,25500,0.0,24382.0,0.0,-2080.0,-1205,0,2167.0
2013-10-16,,,22700,0.0,23415.0,856.0,0.0,-246,0,105.0
2013-10-17,,,22700,0.0,22829.0,0.0,-76.0,-996,0,1201.0
2013-10-18,,,22700,0.0,22891.0,0.0,-1500.0,0,191,1500.0
2013-10-19,,,22700,0.0,22878.0,0.0,0.0,0,178,0.0
2013-10-21,,,22700,0.0,21720.0,721.0,0.0,-1701,0,0.0
2013-10-22,,,22700,0.0,21626.0,0.0,-904.0,-915,0,745.0
2013-10-23,,,24800,0.0,22847.0,0.0,-722.0,-1059,0,-172.0
2013-10-24,,,24800,0.0,24824.0,1728.0,0.0,-950,0,-754.0
2013-10-25,,,24800,0.0,25114.0,580.0,0.0,-1098,0,832.0
2013-10-26,,,24800,0.0,23695.0,0.0,-1472.0,0,367,0.0
2013-10-28,,,24800,0.0,25900.0,2438.0,0.0,-1338,0,0.0
2013-10-29,,,24800,0.0,25698.0,0.0,-232.0,-1414,0,2544.0
2013-10-30,,,27200,0.0,24030.0,0.0,-2801.0,-2786,0,2417.0
2013-10-31,,,27200,0.0,24655.0,0.0,-393.0,-1749,0,-403.0
2013-11-01,,,27200,0.0,26683.0,5076.0,0.0,-4758,0,-835.0
2013-11-02,,,27200,0.0,22431.0,0.0,-4463.0,-306,0,0.0
2013-11-04,,,27200,0.0,27343.0,2209.0,0.0,-2066,0,0.0
2013-11-05,,,27200,0.0,26279.0,0.0,-2131.0,-1137,0,2347.0
2013-11-06,,,23600,0.0,24075.0,1468.0,0.0,-1223,0,230.0
2013-11-07,,,23600,0.0,23041.0,0.0,-1268.0,-1110,0,1819.0
2013-11-08,,,23600,0.0,22568.0,183.0,0.0,-1809,0,594.0
2013-11-09,,,23600,0.0,21778.0,0.0,0.0,-1822,0,0.0
2013-11-11,,,23600,0.0,22061.0,0.0,-1010.0,-1539,0,1010.0
2013-11-12,,,23600,0.0,22057.0,0.0,0.0,-1543,0,0.0
2013-11-13,,,20600,0.0,20872.0,1445.0,0.0,-1173,0,0.0
2013-11-14,,,20600,0.0,20516.0,0.0,-425.0,-1310,0,1651.0
2013-11-15,,,20600,0.0,19948.0,0.0,-452.0,-1631,0,1431.0
2013-11-16,,,20600,0.0,18964.0,0.0,-1174.0,-462,0,0.0
2013-11-18,,,20600,0.0,20573.0,1219.0,0.0,-1246,0,0.0
2013-11-19,,,20600,0.0,19591.0,0.0,-1828.0,-1009,0,1828.0
2013-11-20,,,20000,0.0,21902.0,0.0,0.0,0,0,1902.0
2013-11-21,,,20000,0.0,23315.0,4926.0,0.0,0,0,-1611.0
2013-11-22,,,20000,0.0,22970.0,0.0,-557.0,-1558,0,5085.0
2013-11-23,,,20000,0.0,18433.0,0.0,-3487.0,0,1920,0.0
2013-11-25,,,20000,0.0,23100.0,2274.0,0.0,-451,0,1277.0
2013-11-26,,,20000,0.0,24714.0,1775.0,0.0,-744,0,3683.0
2013-11-27,,,31100,0.0,26333.0,0.0,-6494.0,-3941,0,5668.0
2013-11-28,,,31100,0.0,24390.0,603.0,0.0,-6454,0,-859.0
2013-11-29,,,31100,0.0,24197.0,290.0,0.0,-6926,0,-267.0
2013-11-30,,,31100,0.0,24122.0,0.0,0.0,-6978,0,0.0
2013-12-02,,,31100,0.0,31113.0,7465.0,0.0,-7478,0,26.0
2013-12-03,,,31100,0.0,30741.0,0.0,-3522.0,-4703,0,7866.0
2013-12-04,,,31500,0.0,30537.0,0.0,-2387.0,-3149,0,4573.0
2013-12-05,,,31500,0.0,29959.0,0.0,-1353.0,-2495,0,2307.0
2013-12-06,,,31500,0.0,33494.0,990.0,0.0,-7,0,1011.0
2013-12-07,,,31500,0.0,31498.0,0.0,-2123.0,0,2121,0.0
2013-12-09,,,31500,0.0,35384.0,3022.0,0.0,0,862,0.0
2013-12-10,,,31500,0.0,32027.0,0.0,-1613.0,-1115,0,3255.0
2013-12-11,,,34300,0.0,32868.0,2647.0,0.0,-5859,0,1780.0
2013-12-12,,,34300,0.0,34357.0,0.0,-1484.0,-3289,0,4830.0
2013-12-13,,,34300,0.0,36453.0,207.0,0.0,-1735,0,3681.0
2013-12-14,,,34300,0.0,37129.0,0.0,-4319.0,0,2829,4319.0
2013-12-16,,,0,0.0,0.0,0.0,0.0,0,0,0.0
2013-12-17,,,34300,0.0,36771.0,4344.0,0.0,-1873,0,0.0
2013-12-18,,,34300,0.0,29758.0,0.0,-6955.0,-2900,0,5313.0
2013-12-19,,,34300,0.0,34312.0,1021.0,0.0,-2324,0,1315.0
2013-12-20,,,34300,0.0,34416.0,1658.0,0.0,-8656,0,7114.0
2013-12-21,,,34300,0.0,34416.0,0.0,0.0,-8620,0,8736.0
2013-12-23,,,34300,0.0,22762.0,0.0,0.0,-11638,0,100.0
2013-12-24,,,25200,0.0,21532.0,0.0,-325.0,-3343,0,0.0
2013-12-25,,,0,0.0,0.0,0.0,0.0,0,0,0.0
2013-12-26,,,0,0.0,0.0,0.0,0.0,0,0,0.0
2013-12-27,,,25200,0.0,24437.0,1710.0,0.0,-2111,0,-362.0
2013-12-28,,,25200,0.0,24437.0,0.0,0.0,-2120,0,1357.0
2013-12-30,,,25200,0.0,24434.0,0.0,-634.0,-1656,0,1524.0
2013-12-31,,,25200,0.0,21377.0,2754.0,0.0,-7507,0,930.0
2014-01-01,,,25200,0.0,0.0,0.0,0.0,0,0,-25200.0
2014-01-02,,,23500,0.0,29266.0,6849.0,0.0,-5136,0,4053.0
2014-01-03,,,23500,0.0,26827.0,0.0,-2756.0,-5393,0,11476.0
2014-01-04,,,23500,0.0,18101.0,0.0,-5740.0,0,341,0.0
2014-01-06,,,23500,0.0,23470.0,0.0,-1001.0,-2927,0,3898.0
2014-01-07,,,23500,0.0,21268.0,0.0,-3802.0,-1520,0,3090.0
2014-01-08,,,20900,0.0,22980.0,4835.0,0.0,-2000,0,-755.0
2014-01-09,,,20900,0.0,25099.0,2294.0,0.0,-2488,0,4393.0
2014-01-10,,,20900,0.0,23994.0,0.0,-3483.0,-667,0,7244.0
2014-01-11,,,20900,0.0,21710.0,0.0,-1484.0,0,810,1484.0
2014-01-13,,,20900,0.0,24536.0,2756.0,0.0,-2722,0,3602.0
2014-01-14,,,20900,0.0,24349.0,0.0,-1202.0,-2051,0,6702.0
2014-01-15,,,25700,0.0,26900.0,0.0,-3086.0,-1999,0,6285.0
2014-01-16,,,25700,0.0,26978.0,0.0,0.0,-2496,0,3774.0
2014-01-17,,,25700,0.0,27659.0,0.0,0.0,0,0,1959.0
2014-01-18,,,25700,0.0,23848.0,0.0,0.0,-1852,0,0.0
2014-01-20,,,25700,0.0,25613.0,1688.0,0.0,-87,0,-1688.0
2014-01-21,,,25700,0.0,25386.0,0.0,0.0,-314,0,0.0
2014-01-22,,,26500,0.0,23763.0,0.0,-391.0,-2346,0,0.0
2014-01-23,,,26500,0.0,25747.0,1977.0,0.0,-2325,0,-405.0
2014-01-24,,,26500,0.0,28035.0,2011.0,0.0,-2105,0,1629.0
2014-01-25,,,26500,0.0,24386.0,0.0,-643.0,-1471,0,0.0
2014-01-27,,,26500,0.0,26993.0,0.0,-776.0,-2113,0,3382.0
2014-01-28,,,26500,0.0,26083.0,0.0,-1096.0,-2035,0,2714.0
2014-01-29,,,30400,0.0,28282.0,0.0,-1507.0,-2300,0,1689.0
2014-01-30,,,30400,0.0,26033.0,0.0,-190.0,-4367,0,190.0
2014-01-31,,,30400,0.0,27581.0,0.0,0.0,-2880,0,61.0
2014-02-01,,,30400,0.0,27581.0,0.0,0.0,-2887,0,68.0
2014-02-03,,,30400,0.0,28730.0,3561.0,0.0,-5231,0,0.0
2014-02-04,,,30400,0.0,28873.0,0.0,-776.0,-4522,0,3771.0
2014-02-05,,,27720,0.0,30132.0,2709.0,0.0,-3479,0,3182.0
2014-02-06,,,27720,0.0,31104.0,0.0,-384.0,-2516,0,6284.0
2014-02-07,,,27720,0.0,30658.0,0.0,0.0,-2042,0,4980.0
2014-02-08,,,27720,0.0,25679.0,0.0,-5363.0,0,3322,0.0
2014-02-10,,,27720,0.0,29123.0,3621.0,0.0,-2218,0,0.0
2014-02-11,,,27720,0.0,29877.0,23.0,0.0,-1849,0,3983.0
2014-02-12,,,29140,0.0,30362.0,0.0,-1583.0,-1646,0,4451.0
2014-02-13,,,29140,0.0,29706.0,0.0,-146.0,-2517,0,3229.0
2014-02-14,,,29140,0.0,29083.0,0.0,-1749.0,-1828,0,3520.0
2014-02-15,,,29140,0.0,27309.0,0.0,0.0,-1831,0,0.0
2014-02-17,,,29140,0.0,28898.0,0.0,-1015.0,-2350,0,3123.0
2014-02-18,,,29140,0.0,28894.0,0.0,-970.0,-2086,0,2810.0
2014-02-19,,,26500,0.0,25972.0,0.0,-1107.0,-2181,0,2760.0
2014-02-20,,,26500,0.0,24981.0,0.0,-3269.0,-1555,0,3305.0
2014-02-21,,,26500,0.0,22024.0,0.0,0.0,-4498,0,22.0
2014-02-22,,,26500,0.0,22024.0,0.0,0.0,-4496,0,20.0
2014-02-24,,,26500,0.0,25723.0,0.0,-62.0,-715,0,0.0
2014-02-25,,,26500,0.0,21951.0,0.0,0.0,-4508,0,-41.0
2014-02-26,,,25300,0.0,23558.0,296.0,0.0,-1996,0,-42.0
2014-02-27,,,25300,0.0,23122.0,0.0,-308.0,-2205,0,335.0
2014-02-28,,,25300,0.0,24629.0,1031.0,0.0,-1731,0,29.0
2014-03-01,,,25300,0.0,24629.0,0.0,0.0,-1718,0,1047.0
2014-03-03,,,25300,0.0,20613.0,0.0,-917.0,-4980,0,1210.0
2014-03-04,,,25300,0.0,24689.0,2215.0,0.0,-3134,0,308.0
2014-03-05,,,25600,0.0,24209.0,0.0,-1972.0,-1774,0,2355.0
2014-03-06,,,25600,0.0,25197.0,745.0,0.0,-1569,0,421.0
2014-03-07,,,25600,0.0,23248.0,0.0,0.0,-3605,0,1253.0
2014-03-08,,,25600,0.0,23248.0,0.0,0.0,-3612,0,1260.0
2014-03-10,,,25600,0.0,26124.0,1904.0,0.0,-2906,0,1526.0
2014-03-11,,,25600,0.0,23389.0,0.0,-3466.0,-2866,0,4121.0
2014-03-12,,,23400,0.0,28358.0,4473.0,0.0,-2081,0,2566.0
2014-03-13,,,23400,0.0,24971.0,0.0,-3524.0,-2356,0,7451.0
2014-03-14,,,23400,0.0,23049.0,0.0,-492.0,-2089,0,2230.0
2014-03-15,,,23400,0.0,23526.0,0.0,-1558.0,-247,0,1931.0
2014-03-17,,,23400,0.0,23443.0,1395.0,0.0,-1832,0,480.0
2014-03-18,,,23400,0.0,23095.0,0.0,-280.0,-2203,0,2178.0
2014-03-19,,,23400,0.0,21180.0,0.0,-2611.0,-2798,0,3189.0
2014-03-20,,,23400,0.0,22592.0,401.0,0.0,-1707,0,498.0
2014-03-21,,,23400,0.0,22592.0,0.0,0.0,-1707,0,899.0
2014-03-22,,,23400,0.0,22592.0,0.0,0.0,-1716,0,908.0
2014-03-24,,,23400,0.0,27331.0,3568.0,0.0,-2805,0,3168.0
2014-03-25,,,23400,0.0,26210.0,0.0,-2171.0,-1956,0,6937.0
2014-03-26,,,23400,0.0,23062.0,0.0,-1964.0,-2377,0,4003.0
2014-03-27,,,23400,0.0,17765.0,431.0,0.0,-8154,0,2088.0
2014-03-28,,,23400,0.0,24996.0,2996.0,0.0,-1400,0,0.0
2014-03-29,,,23400,0.0,24996.0,0.0,0.0,-1401,0,2997.0
2014-03-31,,,23400,0.0,24819.0,2588.0,0.0,-4556,0,3387.0
2014-04-01,,,26000,0.0,22414.0,0.0,-2773.0,-4460,0,3647.0
2014-04-02,,,27000,0.0,26221.0,3727.0,0.0,-8145,0,3639.0
2014-04-03,,,27000,0.0,26816.0,0.0,-5678.0,-2240,0,7734.0
2014-04-04,,,27000,0.0,28617.0,2252.0,0.0,-2800,0,2165.0
2014-04-05,,,27000,0.0,24198.0,0.0,-2426.0,-376,0,0.0
2014-04-07,,,27000,0.0,28875.0,1320.0,0.0,-1961,0,2516.0
2014-04-08,,,27000,0.0,28131.0,0.0,-1240.0,-1721,0,4092.0
2014-04-09,,,26000,0.0,27028.0,2.0,0.0,-2030,0,3056.0
2014-04-10,,,26000,0.0,27642.0,755.0,0.0,-2406,0,3293.0
2014-04-11,,,26000,0.0,25489.0,0.0,-2636.0,-2261,0,4386.0
2014-04-12,,,26000,0.0,21886.0,0.0,-1854.0,-2260,0,0.0
2014-04-14,,,26000,0.0,24970.0,1403.0,0.0,-2501,0,68.0
2014-04-15,,,26000,0.0,24585.0,0.0,0.0,-2657,0,1242.0
2014-04-16,,,27900,0.0,24752.0,0.0,-1471.0,-3335,0,1658.0
2014-04-17,,,27900,0.0,29373.0,3663.0,0.0,-2132,0,-58.0
2014-04-18,,,27900,0.0,29373.0,0.0,0.0,-2132,0,3605.0
2014-04-19,,,27900,0.0,25759.0,0.0,0.0,-2141,0,0.0
2014-04-21,,,27900,0.0,25759.0,0.0,0.0,-2141,0,0.0
2014-04-22,,,27900,0.0,43704.0,0.0,-21633.0,0,15804,21633.0
2014-04-23,,,28100,0.0,24397.0,0.0,-1597.0,-2106,0,0.0
2014-04-24,,,28100,0.0,26395.0,0.0,0.0,-1962,0,257.0
2014-04-25,,,28100,0.0,28659.0,0.0,-267.0,-2135,0,2961.0
2014-04-26,,,28100,0.0,25969.0,0.0,-2795.0,0,664,0.0
2014-04-28,,,0,0.0,0.0,0.0,0.0,0,0,0.0
2014-04-29,,,28100,0.0,29274.0,2601.0,0.0,-1427,0,0.0
2014-04-30,,,29000,0.0,29282.0,0.0,0.0,-1335,0,1617.0
2014-05-01,,,0,0.0,0.0,0.0,0.0,-1335,0,1335.0
2014-05-02,,,29000,0.0,30802.0,0.0,0.0,-4357,0,6159.0
2014-05-03,,,29000,0.0,31109.0,0.0,-6467.0,0,2109,6467.0
2014-05-05,,,29000,0.0,28540.0,1416.0,0.0,-1876,0,0.0
2014-05-06,,,24500,0.0,31288.0,6981.0,0.0,-1693,0,1500.0
2014-05-07,,,0,0.0,0.0,0.0,0.0,0,0,0.0
2014-05-08,,,24500,0.0,29071.0,0.0,-2369.0,-2671,0,9611.0
2014-05-09,,,24500,0.0,24454.0,0.0,0.0,-1368,0,1322.0
2014-05-10,,,24500,0.0,23130.0,0.0,0.0,0,138,-1508.0
2014-05-12,,,24500,0.0,24094.0,113.0,0.0,-521,0,2.0
2014-05-13,,,24500,0.0,13676.0,0.0,-4881.0,-5943,0,0.0
2014-05-14,,,21900,0.0,23416.0,8597.0,0.0,-1657,0,-5424.0
2014-05-15,,,21900,0.0,22512.0,0.0,0.0,-1452,0,2064.0
2014-05-16,,,21900,0.0,22670.0,0.0,-175.0,-1414,0,2359.0
2014-05-17,,,21900,0.0,20481.0,0.0,-2547.0,0,1128,0.0
2014-05-19,,,21900,0.0,22180.0,0.0,0.0,0,208,72.0
