Date,KBP1424D,KBP1425D,KBP1437D,KBP1438D,KBP1440D,KBP1456D,KBP1457D,KBP1481D,KBP1482D,KBP1484D
2005-10-29,,,12500,0.0,,0.0,0.0,0,0,
2005-10-31,,,12500,-311.0,,375.0,0.0,-2,0,
2005-11-01,,,12500,0.0,,0.0,-84.0,0,7,
2005-11-02,,,12700,0.0,,0.0,-119.0,0,2,
2005-11-03,,,12700,0.0,,40.0,0.0,0,9,
2005-11-04,,,12700,0.0,,0.0,-7.0,0,0,
2005-11-05,,,12700,0.0,,0.0,0.0,0,0,
2005-11-07,,,12700,0.0,,0.0,-759.0,-8,0,
2005-11-08,,,12700,0.0,,70.0,0.0,0,0,
2005-11-09,,,12400,0.0,,500.0,0.0,0,9,
2005-11-10,,,12400,0.0,,0.0,-312.0,-6,0,
2005-11-11,,,12400,0.0,,0.0,-108.0,-4,0,
2005-11-12,,,12400,0.0,,0.0,0.0,0,0,
2005-11-14,,,12400,0.0,,0.0,-47.0,-2,0,
2005-11-15,,,12400,0.0,,0.0,-139.0,0,0,
2005-11-16,,,11600,0.0,,266.0,0.0,0,6,
2005-11-17,,,11600,0.0,,0.0,-751.0,-8,0,
2005-11-18,,,11600,-1054.0,,838.0,0.0,-3,0,
2005-11-19,,,11600,0.0,,0.0,0.0,0,0,
2005-11-21,,,11600,-963.0,,0.0,-106.0,-3,0,
2005-11-22,,,11600,-1257.0,,317.0,0.0,-2,0,
2005-11-23,,,10650,460.0,,0.0,-237.0,0,3,
2005-11-24,,,10650,0.0,,0.0,-210.0,0,0,
2005-11-25,,,10650,0.0,,0.0,-1302.0,0,0,
2005-11-26,,,10650,0.0,,0.0,0.0,0,0,
2005-11-28,,,10650,0.0,,0.0,-1351.0,-6,0,
2005-11-29,,,10650,873.0,,0.0,-563.0,0,1,
2005-11-30,,,12250,127.0,,0.0,456.0,-6,0,
2005-12-01,,,12250,0.0,,1477.0,0.0,-2,0,
2005-12-02,,,12250,0.0,,0.0,-536.0,-1,0,
2005-12-03,,,12250,0.0,,0.0,0.0,0,0,
2005-12-05,,,12250,0.0,,0.0,-584.0,0,0,
2005-12-06,,,12250,-405.0,,0.0,-21.0,-5,0,
2005-12-07,,,11200,0.0,,17.0,0.0,-13,0,
2005-12-08,,,11200,0.0,,0.0,-167.0,-9,0,
2005-12-09,,,11200,0.0,,0.0,-66.0,0,1,
2005-12-10,,,11200,0.0,,0.0,0.0,0,1,
2005-12-12,,,11200,-733.0,,293.0,0.0,0,0,
2005-12-13,,,11200,0.0,,60.0,0.0,-2,0,
2005-12-14,,,11900,-443.0,,0.0,-99.0,0,0,
2005-12-15,,,11900,0.0,,0.0,-558.0,-70,0,
2005-12-16,,,0,0.0,,0.0,0.0,0,0,
2005-12-17,,,11900,0.0,,0.0,0.0,0,0,
2005-12-19,,,11900,0.0,,1328.0,0.0,-3,0,
2005-12-20,,,11900,0.0,,0.0,-305.0,-21,0,
2005-12-21,,,12300,-830.0,,786.0,0.0,-8,0,
2005-12-22,,,12300,0.0,,344.0,0.0,0,3,
2005-12-23,,,12300,0.0,,0.0,-19.0,-8,0,
2005-12-24,,,12300,0.0,,0.0,0.0,-8,0,
2005-12-26,,,0,0.0,,0.0,0.0,0,0,
2005-12-27,,,12300,0.0,,0.0,-243.0,0,0,
2005-12-28,,,11900,0.0,,63.0,0.0,-5,0,
2005-12-29,,,11900,0.0,,0.0,-411.0,0,0,
2005-12-30,,,11900,0.0,,934.0,0.0,-7,0,
2005-12-31,,,11900,0.0,,0.0,0.0,-7,0,
2006-01-02,,,0,0.0,,0.0,0.0,0,0,
2006-01-03,,,11900,-732.0,,0.0,-664.0,-1,0,
2006-01-04,,,11500,800.0,,399.0,0.0,0,0,
2006-01-05,,,11500,492.0,,0.0,-341.0,0,4,
2006-01-06,,,11500,0.0,,72.0,0.0,-27,0,
2006-01-07,,,11500,0.0,,0.0,0.0,0,0,
2006-01-09,,,11500,0.0,,0.0,-939.0,-32,0,
2006-01-10,,,11500,0.0,,309.0,0.0,-31,0,
2006-01-11,,,11700,0.0,,0.0,-713.0,-3,0,
2006-01-12,,,11700,0.0,,0.0,0.0,-20,0,
2006-01-13,,,11700,0.0,,1396.0,-114.0,0,2,
2006-01-14,,,11700,0.0,,0.0,0.0,0,0,
2006-01-16,,,11700,-330.0,,0.0,-449.0,0,2,
2006-01-17,,,11700,-1000.0,,0.0,-91.0,-34,0,
2006-01-18,,,11100,0.0,,210.0,0.0,0,4,
2006-01-19,,,11100,0.0,,0.0,-221.0,-2,0,
2006-01-20,,,11100,-24.0,,123.0,0.0,-19,0,
2006-01-21,,,11100,0.0,,0.0,0.0,0,0,
2006-01-23,,,11100,0.0,,167.0,0.0,0,0,
2006-01-24,,,11100,0.0,,0.0,-143.0,0,0,
2006-01-25,,,12800,-200.0,,0.0,-340.0,-3,0,
2006-01-26,,,12800,0.0,,737.0,0.0,-4,0,
2006-01-27,,,12800,0.0,,0.0,-88.0,-4,0,
2006-01-28,,,12800,0.0,,0.0,0.0,0,0,
2006-01-30,,,12800,0.0,,160.0,0.0,-1,0,
2006-01-31,,,12800,0.0,,0.0,-237.0,0,0,
2006-02-01,,,13150,0.0,,0.0,-324.0,-3,0,
2006-02-02,,,13150,300.0,,543.0,0.0,0,1,
2006-02-03,,,13150,0.0,,141.0,0.0,0,10,
2006-02-04,,,13150,0.0,,0.0,0.0,0,0,
2006-02-06,,,13150,0.0,,0.0,-648.0,-4,0,
2006-02-07,,,13150,-351.0,,64.0,0.0,-1,0,
2006-02-08,,,12000,0.0,,0.0,-519.0,0,0,
2006-02-09,,,12000,0.0,,145.0,0.0,0,0,
2006-02-10,,,12000,0.0,,697.0,0.0,0,3,
2006-02-11,,,12000,0.0,,0.0,0.0,0,0,
2006-02-13,,,12000,0.0,,0.0,-746.0,-1,0,
2006-02-14,,,12000,0.0,,0.0,-194.0,0,0,
2006-02-15,,,12700,0.0,,0.0,-1044.0,0,0,
2006-02-16,,,12700,0.0,,1709.0,0.0,-3,0,
2006-02-17,,,12700,0.0,,88.0,0.0,-6,0,
2006-02-18,,,12700,0.0,,0.0,0.0,-6,0,
2006-02-20,,,12700,326.0,,0.0,-2657.0,-4,0,
2006-02-21,,,12700,0.0,,0.0,-120.0,0,0,
2006-02-22,,,12400,0.0,,69.0,0.0,0,2,
2006-02-23,,,12400,0.0,,484.0,0.0,-2,0,
2006-02-24,,,12400,0.0,,810.0,0.0,-31,0,
2006-02-25,,,12400,0.0,,0.0,0.0,-31,0,
2006-02-27,,,12400,0.0,,0.0,-1354.0,0,5,
2006-02-28,,,12400,200.0,,1022.0,0.0,-4,0,
2006-03-01,,,0,0.0,,0.0,0.0,0,0,
2006-03-02,,,12750,0.0,,0.0,-891.0,-20,0,
2006-03-03,,,12750,0.0,,576.0,0.0,-11,0,
2006-03-04,,,12750,0.0,,0.0,0.0,-11,0,
2006-03-06,,,12750,0.0,,0.0,-631.0,-17,0,
2006-03-07,,,12750,0.0,,0.0,-684.0,-4,0,
2006-03-08,,,12650,0.0,,314.0,0.0,-1,0,
2006-03-09,,,12650,0.0,,118.0,0.0,-1,0,
2006-03-10,,,12650,0.0,,451.0,0.0,-3,0,
2006-03-11,,,12650,0.0,,0.0,0.0,0,0,
2006-03-13,,,12650,0.0,,7.0,0.0,-2,0,
2006-03-14,,,12650,-531.0,,382.0,0.0,-1,0,
2006-03-15,,,12975,0.0,,0.0,-1769.0,-4,0,
2006-03-16,,,12975,-503.0,,570.0,0.0,-1,0,
2006-03-17,,,12975,0.0,,0.0,-636.0,-8,0,
2006-03-18,,,12975,0.0,,0.0,0.0,0,0,
2006-03-20,,,12975,0.0,,243.0,0.0,-3,0,
2006-03-21,,,0,0.0,,0.0,0.0,0,0,
2006-03-22,,,12500,-763.0,,1528.0,0.0,-2,0,
2006-03-23,,,12500,0.0,,0.0,-49.0,0,1,
2006-03-24,,,12500,0.0,,401.0,0.0,-15,0,
2006-03-25,,,12500,0.0,,0.0,0.0,0,0,
2006-03-27,,,12500,-996.0,,0.0,-532.0,-14,0,
2006-03-28,,,12500,-1426.0,,162.0,0.0,-2,0,
2006-03-29,,,12800,-1081.0,,5.0,0.0,-1,0,
2006-03-30,,,12800,-1046.0,,0.0,-10.0,-1,0,
2006-03-31,,,12800,0.0,,0.0,-119.0,-15,0,
2006-04-01,,,12800,0.0,,0.0,0.0,0,0,
2006-04-03,,,12800,0.0,,854.0,0.0,-5,0,
2006-04-04,,,12800,0.0,,0.0,-138.0,-5,0,
2006-04-05,,,13050,-626.0,,0.0,-855.0,-1,0,
2006-04-06,,,13050,0.0,,67.0,0.0,-3,0,
2006-04-07,,,13050,0.0,,158.0,0.0,0,0,
2006-04-08,,,13050,0.0,,0.0,0.0,0,0,
2006-04-10,,,13050,0.0,,0.0,-256.0,-15,0,
2006-04-11,,,13050,-306.0,,18.0,0.0,-5,0,
2006-04-12,,,13050,0.0,,0.0,-59.0,0,4,
2006-04-13,,,13050,-106.0,,740.0,0.0,-10,0,
2006-04-14,,,0,0.0,,0.0,0.0,0,0,
2006-04-15,,,13050,0.0,,0.0,0.0,0,0,
2006-04-17,,,0,0.0,,0.0,0.0,0,0,
2006-04-18,,,13050,-707.0,,0.0,-628.0,-11,0,
2006-04-19,,,11900,-221.0,,0.0,-27.0,-11,0,
2006-04-20,,,11900,0.0,,0.0,-449.0,-7,0,
2006-04-21,,,11900,-828.0,,546.0,0.0,-11,0,
2006-04-22,,,11900,0.0,,0.0,0.0,0,0,
2006-04-24,,,11900,-222.0,,0.0,0.0,-14,0,
2006-04-25,,,11900,0.0,,1071.0,0.0,-9,0,
2006-04-26,,,13000,-598.0,,0.0,-1112.0,-14,0,
2006-04-27,,,0,0.0,,0.0,0.0,0,0,
2006-04-28,,,13000,0.0,,971.0,0.0,0,2,
2006-04-29,,,13000,0.0,,0.0,0.0,0,0,
2006-05-01,,,0,0.0,,0.0,0.0,0,0,
2006-05-02,,,13000,0.0,,0.0,-250.0,-8,0,
2006-05-03,,,12400,-455.0,,865.0,0.0,-9,0,
2006-05-04,,,12400,400.0,,0.0,-1114.0,-9,0,
2006-05-05,,,12400,0.0,,0.0,-643.0,-6,0,
2006-05-06,,,12400,0.0,,0.0,0.0,0,0,
2006-05-08,,,12400,-169.0,,0.0,-235.0,-6,0,
2006-05-09,,,12400,0.0,,0.0,-325.0,-7,0,
2006-05-10,,,12300,-410.0,,0.0,-1.0,-7,0,
2006-05-11,,,12300,-749.0,,0.0,0.0,-7,0,
2006-05-12,,,12300,0.0,,0.0,-950.0,0,4,
2006-05-13,,,12300,0.0,,0.0,0.0,0,0,
2006-05-15,,,12300,0.0,,0.0,-516.0,-2,0,
2006-05-16,,,12300,0.0,,57.0,0.0,-9,0,
2006-05-17,,,12400,0.0,,0.0,-535.0,-8,0,
2006-05-18,,,12400,0.0,,459.0,0.0,-10,0,
2006-05-19,,,12400,-265.0,,221.0,0.0,-3,0,
2006-05-20,,,12400,0.0,,0.0,0.0,0,0,
2006-05-22,,,12400,0.0,,0.0,-328.0,-9,0,
2006-05-23,,,12400,0.0,,120.0,0.0,-6,0,
2006-05-24,,,12500,0.0,,0.0,-595.0,-9,0,
2006-05-25,,,12500,0.0,,652.0,0.0,-3,0,
2006-05-26,,,12500,0.0,,1177.0,0.0,-5,0,
2006-05-27,,,12500,0.0,,0.0,0.0,0,0,
2006-05-29,,,12500,0.0,,0.0,-17.0,-5,0,
2006-05-30,,,12500,0.0,,0.0,-696.0,-6,0,
2006-05-31,,,13050,0.0,,0.0,-110.0,-8,0,
2006-06-01,,,13050,0.0,,470.0,0.0,-4,0,
2006-06-02,,,13050,0.0,,346.0,0.0,-10,0,
2006-06-03,,,13050,0.0,,0.0,0.0,0,0,
2006-06-05,,,13050,302.0,,0.0,-1234.0,-5,0,
2006-06-06,,,13050,0.0,,0.0,-335.0,-10,0,
2006-06-07,,,11800,0.0,,0.0,0.0,-2,0,
2006-06-08,,,11800,0.0,,490.0,0.0,-4,0,
2006-06-09,,,11800,0.0,,39.0,-409.0,-9,0,
2006-06-10,,,11800,0.0,,0.0,0.0,0,0,
2006-06-12,,,11800,0.0,,0.0,-87.0,-4,0,
2006-06-13,,,11800,0.0,,295.0,0.0,-6,0,
2006-06-14,,,12750,218.0,,0.0,-113.0,-1,0,
2006-06-15,,,12750,0.0,,0.0,-51.0,-15,0,
2006-06-16,,,0,0.0,,0.0,0.0,0,0,
2006-06-17,,,12750,0.0,,0.0,0.0,0,0,
2006-06-19,,,12750,0.0,,0.0,-312.0,-145,0,
2006-06-20,,,12750,0.0,,0.0,-842.0,-10,0,
2006-06-21,,,12300,-528.0,,1665.0,0.0,-13,0,
2006-06-22,,,12300,0.0,,62.0,0.0,-18,0,
2006-06-23,,,12300,0.0,,0.0,-118.0,-10,0,
2006-06-24,,,12300,0.0,,0.0,0.0,0,0,
2006-06-26,,,12300,0.0,,327.0,0.0,-18,0,
2006-06-27,,,12300,0.0,,93.0,0.0,-17,0,
2006-06-28,,,13200,0.0,,0.0,-1116.0,-12,0,
2006-06-29,,,13200,0.0,,894.0,0.0,-22,0,
2006-06-30,,,13200,-2481.0,,3297.0,0.0,-16,0,
2006-07-01,,,13200,0.0,,0.0,0.0,0,0,
2006-07-03,,,13200,0.0,,0.0,-3764.0,-14,0,
2006-07-04,,,13200,0.0,,0.0,-175.0,-19,0,
2006-07-05,,,12550,0.0,,408.0,0.0,-22,0,
2006-07-06,,,12550,0.0,,8.0,0.0,-14,0,
2006-07-07,,,12550,230.0,,0.0,-570.0,-15,0,
2006-07-08,,,12550,0.0,,0.0,0.0,0,0,
2006-07-10,,,12550,-426.0,,0.0,-1.0,-14,0,
2006-07-11,,,12550,-562.0,,5.0,0.0,-16,0,
2006-07-12,,,12000,0.0,,389.0,0.0,-12,0,
2006-07-13,,,12000,0.0,,144.0,0.0,0,1,
2006-07-14,,,12000,0.0,,0.0,-110.0,-11,0,
2006-07-15,,,12000,0.0,,0.0,0.0,0,0,
2006-07-17,,,12000,0.0,,0.0,-1354.0,-18,0,
2006-07-18,,,12000,0.0,,104.0,0.0,-13,0,
2006-07-19,,,11950,0.0,,496.0,0.0,-16,0,
2006-07-20,,,11950,0.0,,158.0,0.0,-17,0,
2006-07-21,,,11950,0.0,,133.0,0.0,-4,0,
2006-07-22,,,11950,0.0,,0.0,0.0,0,0,
2006-07-24,,,11950,0.0,,0.0,-239.0,-6,0,
2006-07-25,,,11950,0.0,,369.0,0.0,-6,0,
2006-07-26,,,12600,0.0,,0.0,-1605.0,-8,0,
2006-07-27,,,12600,0.0,,1958.0,0.0,-9,0,
2006-07-28,,,12600,0.0,,158.0,0.0,-12,0,
2006-07-29,,,12600,0.0,,0.0,0.0,0,0,
2006-07-31,,,12600,-1224.0,,998.0,0.0,-5,0,
2006-08-01,,,12600,0.0,,0.0,-1363.0,-8,0,
2006-08-02,,,12400,367.0,,0.0,-263.0,-17,0,
2006-08-03,,,12400,0.0,,475.0,0.0,-15,0,
2006-08-04,,,12400,0.0,,0.0,-71.0,-10,0,
2006-08-05,,,12400,0.0,,0.0,0.0,0,0,
2006-08-07,,,12400,0.0,,0.0,-446.0,-26,0,
2006-08-08,,,12400,-39.0,,0.0,-207.0,-13,0,
2006-08-09,,,0,0.0,,0.0,0.0,0,0,
2006-08-10,,,12300,0.0,,111.0,0.0,-3,0,
2006-08-11,,,12300,0.0,,0.0,-266.0,-14,0,
2006-08-12,,,12300,0.0,,0.0,0.0,0,0,
2006-08-14,,,12300,0.0,,0.0,-701.0,-237,0,
2006-08-15,,,12300,0.0,,0.0,-35.0,-10,0,
2006-08-16,,,11600,0.0,,0.0,-36.0,-10,0,
2006-08-17,,,11600,0.0,,874.0,0.0,-12,0,
2006-08-18,,,11600,0.0,,0.0,-483.0,-14,0,
2006-08-19,,,11600,0.0,,0.0,0.0,0,0,
2006-08-21,,,11600,-422.0,,0.0,-147.0,-15,0,
2006-08-22,,,11600,0.0,,143.0,0.0,0,0,
2006-08-23,,,12350,-1207.0,,0.0,-154.0,-14,0,
2006-08-24,,,12350,0.0,,0.0,-70.0,-9,0,
2006-08-25,,,12350,0.0,,1020.0,0.0,-10,0,
2006-08-26,,,12350,0.0,,0.0,0.0,0,0,
2006-08-28,,,12350,0.0,,0.0,-1044.0,-22,0,
2006-08-29,,,12350,0.0,,312.0,0.0,-19,0,
2006-08-30,,,12750,0.0,,512.0,0.0,-16,0,
2006-08-31,,,12750,0.0,,27.0,0.0,-29,0,
2006-09-01,,,12750,0.0,,0.0,-136.0,-19,0,
2006-09-02,,,12750,0.0,,0.0,0.0,0,0,
2006-09-04,,,12750,0.0,,0.0,-420.0,-26,0,
2006-09-05,,,12750,0.0,,0.0,-669.0,-15,0,
2006-09-06,,,12460,0.0,,0.0,-21.0,-31,0,
2006-09-07,,,12460,0.0,,397.0,0.0,-19,0,
2006-09-08,,,12460,0.0,,0.0,-150.0,-9,0,
2006-09-09,,,12460,0.0,,0.0,0.0,0,0,
2006-09-11,,,12460,0.0,,0.0,-95.0,-8,0,
2006-09-12,,,12460,0.0,,0.0,-53.0,-17,0,
2006-09-13,,,12600,0.0,,4.0,0.0,-6,0,
2006-09-14,,,12600,0.0,,171.0,0.0,-17,0,
2006-09-15,,,12600,350.0,,0.0,-147.0,-14,0,
2006-09-16,,,12600,0.0,,0.0,0.0,0,0,
2006-09-18,,,12600,0.0,,61.0,0.0,-20,0,
2006-09-19,,,12600,0.0,,0.0,-422.0,-13,0,
2006-09-20,,,13150,-759.0,,0.0,-393.0,-17,0,
2006-09-21,,,13150,0.0,,282.0,0.0,-24,0,
2006-09-22,,,13150,0.0,,794.0,0.0,-19,0,
2006-09-23,,,13150,0.0,,0.0,0.0,0,0,
2006-09-25,,,0,0.0,,0.0,0.0,0,0,
2006-09-26,,,13150,0.0,,0.0,-960.0,-32,0,
2006-09-27,,,13100,-850.0,,0.0,-321.0,-26,0,
2006-09-28,,,13100,-624.0,,461.0,0.0,-10,0,
2006-09-29,,,13100,-1450.0,,0.0,-45.0,0,0,
2006-09-30,,,13100,0.0,,0.0,0.0,-1368,0,
2006-10-02,,,13100,0.0,,0.0,-833.0,-5,0,
2006-10-03,,,13100,0.0,,389.0,0.0,-8,0,
2006-10-04,,,12500,0.0,,640.0,0.0,-8,0,
2006-10-05,,,12500,0.0,,0.0,-105.0,-7,0,
2006-10-06,,,12500,0.0,,83.0,0.0,0,0,
2006-10-07,,,12500,0.0,,0.0,0.0,0,0,
2006-10-09,,,12500,0.0,,0.0,-631.0,0,29,
2006-10-10,,,12500,0.0,,0.0,-42.0,-4,0,
2006-10-11,,,11302,0.0,,459.0,0.0,-4,0,
2006-10-12,,,11302,0.0,,0.0,-29.0,-2,0,
2006-10-13,,,11302,0.0,,169.0,0.0,-10,0,
2006-10-14,,,11302,0.0,,0.0,0.0,0,0,
2006-10-16,,,11302,0.0,,0.0,0.0,-17,0,
2006-10-17,,,11302,0.0,,0.0,-590.0,-13,0,
2006-10-18,,,11700,-816.0,,291.0,0.0,-14,0,
2006-10-19,,,11700,-444.0,,7.0,0.0,-10,0,
2006-10-20,,,11700,0.0,,0.0,-464.0,-15,0,
2006-10-21,,,11700,0.0,,0.0,0.0,0,0,
2006-10-23,,,11700,-670.0,,501.0,0.0,-16,0,
2006-10-24,,,11700,0.0,,0.0,-297.0,-18,0,
2006-10-25,,,12700,0.0,,0.0,-175.0,-15,0,
2006-10-26,,,12700,0.0,,779.0,0.0,-18,0,
2006-10-27,,,12700,250.0,,971.0,0.0,-29,0,
2006-10-28,,,12700,0.0,,0.0,0.0,0,0,
2006-10-30,,,12700,0.0,,0.0,-1327.0,-14,0,
2006-10-31,,,12700,-1457.0,,1463.0,0.0,-13,0,
2006-11-01,,,12100,500.0,,0.0,-701.0,-18,0,
2006-11-02,,,12100,0.0,,0.0,-173.0,-17,0,
2006-11-03,,,12100,0.0,,56.0,0.0,-7,0,
2006-11-04,,,12100,0.0,,0.0,0.0,0,0,
2006-11-06,,,12100,0.0,,0.0,-931.0,-12,0,
2006-11-07,,,12100,0.0,,0.0,-467.0,-12,0,
2006-11-08,,,11900,0.0,,0.0,-57.0,0,1,
2006-11-09,,,11900,0.0,,517.0,0.0,-4,0,
2006-11-10,,,11900,0.0,,0.0,-62.0,-6,0,
2006-11-11,,,11900,0.0,,0.0,0.0,0,0,
2006-11-13,,,11900,0.0,,137.0,0.0,-5,0,
2006-11-14,,,11900,0.0,,0.0,-493.0,-1,0,
2006-11-15,,,11400,0.0,,45.0,0.0,-5,0,
2006-11-16,,,11400,454.0,,476.0,0.0,-18,0,
2006-11-17,,,11400,0.0,,130.0,0.0,-12,0,
2006-11-18,,,11400,0.0,,0.0,0.0,0,0,
2006-11-20,,,11400,0.0,,0.0,-1509.0,-27,0,
2006-11-21,,,11400,0.0,,137.0,0.0,-8,0,
2006-11-22,,,12450,-1000.0,,126.0,0.0,-3,0,
2006-11-23,,,12450,200.0,,1084.0,0.0,-7,0,
2006-11-24,,,12450,390.0,,0.0,-182.0,-18,0,
2006-11-25,,,12450,0.0,,0.0,0.0,0,0,
2006-11-27,,,12450,0.0,,0.0,-2187.0,-15,0,
2006-11-28,,,12450,0.0,,227.0,0.0,-14,0,
2006-11-29,,,12450,0.0,,0.0,-27.0,-15,0,
2006-11-30,,,12450,0.0,,928.0,0.0,-12,0,
2006-12-01,,,12450,0.0,,811.0,0.0,-10,0,
2006-12-02,,,12450,0.0,,0.0,0.0,0,0,
2006-12-04,,,12450,0.0,,0.0,-340.0,-12,0,
2006-12-05,,,12450,0.0,,0.0,-541.0,-10,0,
2006-12-06,,,13000,0.0,,0.0,-398.0,-20,0,
2006-12-07,,,13000,0.0,,641.0,0.0,-7,0,
2006-12-08,,,13000,0.0,,0.0,-282.0,0,19,
2006-12-09,,,13000,0.0,,0.0,0.0,0,0,
2006-12-11,,,13000,0.0,,0.0,-1034.0,-9,0,
2006-12-12,,,13000,0.0,,0.0,-42.0,-9,0,
2006-12-13,,,13000,-500.0,,0.0,-343.0,0,0,
2006-12-14,,,13000,-693.0,,1092.0,0.0,-25,0,
2006-12-15,,,13000,0.0,,0.0,-11.0,-43,0,
2006-12-16,,,0,0.0,,0.0,0.0,0,0,
2006-12-18,,,13000,0.0,,108.0,0.0,-29,0,
2006-12-19,,,13000,0.0,,15.0,0.0,-23,0,
2006-12-20,,,12900,-159.0,,0.0,-405.0,-23,0,
2006-12-21,,,12900,0.0,,493.0,0.0,-25,0,
2006-12-22,,,12900,0.0,,0.0,-398.0,-13,0,
2006-12-23,,,12900,0.0,,0.0,0.0,0,0,
2006-12-25,,,0,0.0,,0.0,0.0,0,0,
2006-12-26,,,0,0.0,,0.0,0.0,0,0,
2006-12-27,,,12300,500.0,,359.0,0.0,-15,0,
2006-12-28,,,12300,440.0,,148.0,0.0,-13,0,
2006-12-29,,,12300,0.0,,0.0,-262.0,-59,0,
2006-12-30,,,12300,0.0,,0.0,0.0,-27,0,
2007-01-01,,,0,0.0,,0.0,0.0,0,0,
2007-01-02,,,12300,-1150.0,,0.0,-498.0,-10,0,
2007-01-03,,,12100,0.0,,146.0,0.0,-8,0,
2007-01-04,,,12100,0.0,,0.0,-372.0,-14,0,
2007-01-05,,,12100,0.0,,164.0,0.0,-13,0,
2007-01-06,,,12100,0.0,,0.0,0.0,0,0,
2007-01-08,,,12100,0.0,,0.0,0.0,-14,0,
2007-01-09,,,12100,0.0,,0.0,-870.0,-13,0,
2007-01-10,,,11800,-1174.0,,1019.0,0.0,-15,0,
2007-01-11,,,11800,0.0,,0.0,-41.0,-12,0,
2007-01-12,,,11800,0.0,,51.0,0.0,-13,0,
2007-01-13,,,11800,0.0,,0.0,0.0,0,0,
2007-01-15,,,11800,0.0,,0.0,-72.0,-12,0,
2007-01-16,,,11800,0.0,,0.0,-465.0,-20,0,
2007-01-17,,,12100,0.0,,279.0,0.0,-20,0,
2007-01-18,,,12100,0.0,,102.0,0.0,-13,0,
2007-01-19,,,12100,0.0,,476.0,0.0,-16,0,
2007-01-20,,,12100,0.0,,0.0,0.0,0,0,
2007-01-22,,,12100,0.0,,0.0,-492.0,-4,0,
2007-01-23,,,12100,0.0,,593.0,0.0,-16,0,
2007-01-24,,,13500,0.0,,0.0,-725.0,-10,0,
2007-01-25,,,13500,0.0,,832.0,0.0,-12,0,
2007-01-26,,,13500,0.0,,1039.0,0.0,-27,0,
2007-01-27,,,13500,0.0,,0.0,0.0,0,0,
2007-01-29,,,13500,0.0,,0.0,-752.0,-21,0,
2007-01-30,,,13500,372.0,,178.0,0.0,-12,0,
2007-01-31,,,14700,-416.0,,0.0,-142.0,-21,0,
2007-02-01,,,14700,0.0,,0.0,-177.0,-10,0,
2007-02-02,,,14700,600.0,,0.0,-31.0,-7,0,
2007-02-03,,,14700,0.0,,0.0,0.0,0,0,
2007-02-05,,,14700,0.0,,0.0,-471.0,-9,0,
2007-02-06,,,14700,-109.0,,0.0,-582.0,-19,0,
2007-02-07,,,12400,546.0,,365.0,0.0,-14,0,
2007-02-08,,,12400,0.0,,114.0,0.0,0,0,
2007-02-09,,,12400,227.0,,0.0,-70.0,-11,0,
2007-02-10,,,12400,0.0,,0.0,0.0,0,0,
2007-02-12,,,12400,0.0,,0.0,-135.0,-9,0,
2007-02-13,,,12400,0.0,,0.0,-110.0,-11,0,
2007-02-14,,,12200,0.0,,444.0,0.0,-2,0,
2007-02-15,,,12200,0.0,,54.0,0.0,-6,0,
2007-02-16,,,12200,0.0,,0.0,-477.0,-11,0,
2007-02-17,,,12200,0.0,,0.0,0.0,0,0,
2007-02-19,,,12200,0.0,,0.0,-621.0,-10,0,
2007-02-20,,,12200,-128.0,,1656.0,0.0,-7,0,
2007-02-21,,,13000,0.0,,0.0,-323.0,-12,0,
2007-02-22,,,13000,0.0,,0.0,843.0,-16,0,
2007-02-23,,,13000,0.0,,671.0,0.0,-17,0,
2007-02-24,,,13000,0.0,,0.0,0.0,0,0,
2007-02-26,,,13000,0.0,,0.0,-236.0,-15,0,
2007-02-27,,,13000,0.0,,0.0,-1029.0,-12,0,
2007-02-28,,,13700,-380.0,,0.0,-847.0,-78,0,
2007-03-01,,,13700,0.0,,1084.0,0.0,0,69,
2007-03-02,,,13700,0.0,,832.0,0.0,-20,0,
2007-03-03,,,13700,0.0,,0.0,0.0,0,0,
2007-03-05,,,13700,0.0,,0.0,-1273.0,-19,0,
2007-03-06,,,13700,0.0,,0.0,-632.0,-13,0,
2007-03-07,,,13050,0.0,,779.0,0.0,-21,0,
2007-03-08,,,13050,0.0,,0.0,-244.0,-5,0,
2007-03-09,,,13050,0.0,,283.0,0.0,-8,0,
2007-03-10,,,13050,0.0,,0.0,0.0,0,0,
2007-03-12,,,13050,0.0,,0.0,-724.0,-4,0,
2007-03-13,,,13050,0.0,,364.0,0.0,-8,0,
2007-03-14,,,12600,0.0,,0.0,-66.0,-6,0,
2007-03-15,,,12600,0.0,,0.0,-26.0,-3,0,
2007-03-16,,,12600,0.0,,272.0,0.0,-20,0,
2007-03-17,,,12600,0.0,,0.0,0.0,0,0,
2007-03-19,,,12600,0.0,,0.0,-311.0,-17,0,
2007-03-20,,,12600,463.0,,5.0,0.0,-29,0,
2007-03-21,,,0,0.0,,0.0,0.0,0,0,
2007-03-22,,,13400,0.0,,156.0,0.0,-12,0,
2007-03-23,,,13400,500.0,,283.0,0.0,-45,0,
2007-03-24,,,13400,0.0,,0.0,-84.0,0,0,
2007-03-26,,,13400,0.0,,0.0,-756.0,-33,0,
2007-03-27,,,13400,0.0,,0.0,-299.0,-29,0,
2007-03-28,,,13900,-1266.0,,688.0,0.0,-17,0,
2007-03-29,,,13900,0.0,,290.0,0.0,-10,0,
2007-03-30,,,13900,0.0,,0.0,-25.0,0,0,
